Tempo Classe P1,,,,Valor Classe P1,,,,Tempo Classe P2,,,,Valor Classe P2,,,,Tempo Classe M1,,,,Valor Classe M1,,,,Tempo Classe M2,,,,Valor Classe M2,,,,Tempo Classe G1,,,,Valor Classe G1,,,,Tempo Classe G2,,,,Valor Classe G2,,,
MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT,MOPT,BranchBound,MOP,MOT
0.000008,0.000008,0.000013,0.000014,4095,4095,942,283,0.000007,0.000027,0.000011,0.000012,198,198,198,78,0.000060,0.000087,0.000136,0.000155,4850,4850,1296,271,0.000060,0.000820,0.000132,0.000156,198,199,200,96,0.000968,0.000781,0.001707,0.001482,4950,4950,4500,300,0.000722,0.056811,0.001646,0.001505,200,200,200,98
0.000007,0.000007,0.000012,0.000012,2655,2655,866,121,0.000006,0.000040,0.000011,0.000012,200,200,200,30,0.000061,0.000089,0.000137,0.000158,4900,4900,3598,233,0.000061,0.000615,0.000194,0.000169,194,197,200,72,0.000695,0.000732,0.001709,0.001509,4950,4950,4100,296,0.000695,0.052726,0.001651,0.001503,200,200,200,98
0.000006,0.000007,0.000012,0.000012,3350,3350,300,221,0.000007,0.000026,0.000011,0.000011,190,190,100,57,0.000060,0.000076,0.000138,0.000159,4750,4750,999,256,0.000061,0.000846,0.000355,0.000178,198,199,200,99,0.000712,0.000721,0.001981,0.001504,5000,5000,5000,296,0.000728,0.058188,0.001671,0.001512,200,200,200,100
0.000006,0.000006,0.000038,0.000012,5000,5000,5000,173,0.000007,0.000020,0.000012,0.000012,200,200,200,72,0.000062,0.000164,0.000138,0.000166,4500,4500,4500,263,0.000061,0.000973,0.000155,0.000187,198,199,200,65,0.000697,0.000705,0.001696,0.001479,4950,4950,4500,299,0.000718,0.062001,0.001642,0.001473,200,200,200,95
0.000007,0.000006,0.000025,0.000012,4600,4600,1287,167,0.000007,0.000017,0.000024,0.000012,192,195,195,89,0.000061,0.000100,0.000139,0.000150,3700,3700,2500,271,0.000061,0.000700,0.000133,0.000157,196,198,200,91,0.000690,0.000717,0.001689,0.001671,4950,4950,4100,296,0.000698,0.064274,0.001601,0.001489,200,200,200,98
0.000006,0.000022,0.000012,0.000013,2607,2607,676,111,0.000006,0.000020,0.000011,0.000012,194,194,194,19,0.000061,0.000154,0.000139,0.000170,4365,4365,2900,283,0.000061,0.000699,0.000132,0.000169,200,200,200,34,0.000712,0.000738,0.001704,0.001477,4850,4850,4500,299,0.000693,0.060493,0.001623,0.001488,200,200,200,99
0.000007,0.000010,0.000011,0.000012,2964,2970,594,227,0.000007,0.000030,0.000011,0.000012,192,192,99,32,0.000061,0.000093,0.000137,0.000158,4150,4150,3100,290,0.000060,0.000752,0.000175,0.000167,198,199,200,85,0.000697,0.000716,0.001662,0.001582,4950,4950,4100,300,0.000709,0.069853,0.001611,0.001497,200,200,200,95
0.000006,0.000623,0.000012,0.000012,4230,4230,2600,193,0.000007,0.000021,0.000011,0.000012,188,188,100,97,0.000062,0.000094,0.000138,0.000163,4550,4550,1100,278,0.000061,0.000685,0.000131,0.000168,194,197,200,61,0.000730,0.000718,0.001682,0.001469,4750,4750,4100,290,0.000675,0.055227,0.001638,0.001650,200,200,200,95
0.000006,0.000009,0.000012,0.000012,3239,3239,693,185,0.000007,0.000037,0.000012,0.000012,176,176,100,79,0.000087,0.000100,0.000164,0.000241,5000,5000,5000,291,0.000061,0.000799,0.000154,0.000156,194,197,200,100,0.000699,0.000706,0.001644,0.001481,4850,4850,4500,298,0.000746,0.062108,0.001641,0.001495,200,200,200,100
0.000006,0.000006,0.000011,0.000012,4150,4150,1865,211,0.000007,0.000031,0.000011,0.000011,194,194,99,55,0.000129,0.000106,0.000140,0.000167,3850,3850,3300,282,0.000061,0.000644,0.000133,0.000168,194,197,200,86,0.000792,0.000708,0.001693,0.001573,4750,4750,3595,296,0.000700,0.061046,0.001629,0.001533,200,200,200,93
0.000007,0.000006,0.000012,0.000012,2883,2883,1080,222,0.000007,0.000039,0.000012,0.000012,196,196,99,81,0.000843,0.000177,0.000346,0.000182,4500,4500,2093,260,0.000061,0.000719,0.000131,0.000171,198,199,199,74,0.000687,0.000715,0.001660,0.001469,5000,5000,5000,298,0.000831,0.053304,0.001621,0.001480,198,199,200,99
0.000006,0.000008,0.000012,0.000026,4059,4106,1191,79,0.000007,0.000038,0.000012,0.000012,200,200,200,85,0.000085,0.000099,0.000138,0.000160,4950,4950,1099,243,0.000061,0.000670,0.000132,0.000170,198,199,199,90,0.000734,0.000804,0.001676,0.001475,4750,4750,4100,294,0.000735,0.057125,0.001613,0.001487,198,199,200,94
0.000007,0.000006,0.000013,0.000035,4000,4000,490,191,0.000007,0.000022,0.000012,0.000012,196,196,196,88,0.000062,0.000146,0.000154,0.000162,3936,3976,1500,291,0.000061,0.000860,0.000327,0.000189,200,200,200,100,0.000715,0.000735,0.001668,0.001487,5000,5000,5000,296,0.000697,0.061228,0.001652,0.001548,200,200,200,98
0.000007,0.000011,0.000013,0.000012,4100,4108,4100,89,0.000007,0.000018,0.000011,0.000012,184,190,100,34,0.000061,0.000211,0.000159,0.000173,3403,3440,2290,130,0.000061,0.000778,0.000234,0.000196,190,194,100,96,0.000710,0.001025,0.001768,0.001502,5000,5000,5000,296,0.000693,0.058420,0.001636,0.001487,198,199,200,99
0.000007,0.000006,0.000012,0.000012,2937,2937,797,129,0.000007,0.000021,0.000011,0.000012,190,192,100,100,0.000072,0.000094,0.000139,0.000167,4400,4400,1488,184,0.000061,0.000839,0.000133,0.000158,200,200,200,77,0.000708,0.000794,0.001641,0.001519,4950,4950,4500,292,0.000761,0.062271,0.001617,0.001534,200,200,200,99
0.000007,0.000019,0.000013,0.000013,3500,3500,369,231,0.000007,0.000021,0.000011,0.000012,184,187,100,45,0.000063,0.000078,0.000139,0.000148,4600,4600,1492,283,0.000062,0.000793,0.000133,0.000158,198,199,200,94,0.000783,0.000890,0.001781,0.001485,4850,4850,4100,297,0.000788,0.057821,0.001610,0.001501,200,200,200,99
0.000007,0.000011,0.000012,0.000034,2660,2683,681,202,0.000007,0.000023,0.000012,0.000012,188,194,194,99,0.000074,0.000095,0.000139,0.000163,4450,4450,1900,160,0.000061,0.000766,0.000133,0.000180,194,197,200,81,0.000713,0.000728,0.001647,0.001495,4950,4950,4100,293,0.000812,0.061845,0.001694,0.001579,200,200,200,95
0.000008,0.000053,0.000013,0.000012,3936,3936,2000,126,0.000007,0.000020,0.000012,0.000012,200,200,200,89,0.000061,0.000093,0.000137,0.000161,5000,5000,5000,273,0.000061,0.000818,0.000146,0.000156,200,200,200,71,0.000837,0.001050,0.001696,0.001479,4950,4950,4100,298,0.000790,0.058619,0.001632,0.001482,200,200,200,94
0.000008,0.000007,0.000012,0.000012,4450,4450,2374,174,0.000007,0.000016,0.000011,0.000012,184,189,99,87,0.000062,0.000158,0.000149,0.000162,4230,4235,1799,211,0.000061,0.000705,0.000132,0.000170,186,193,200,95,0.000705,0.000717,0.001654,0.001545,4950,4950,4100,300,0.000723,0.055941,0.001628,0.001487,200,200,200,96
0.000006,0.000006,0.000012,0.000012,4455,4455,4455,272,0.000006,0.000016,0.000011,0.000012,176,186,99,55,0.000060,0.000096,0.000137,0.000162,4650,4650,1298,253,0.000061,0.000762,0.000163,0.000157,200,200,200,100,0.000701,0.000839,0.001805,0.001499,4850,4850,4500,294,0.000711,0.058804,0.001841,0.001595,200,200,200,98
0.000007,0.000007,0.000012,0.000012,2195,2195,758,269,0.000006,0.000019,0.000011,0.000011,166,182,100,59,0.000061,0.000227,0.000137,0.000158,4185,4192,3800,277,0.000060,0.000774,0.000145,0.000156,200,200,200,86,0.000698,0.000725,0.001668,0.001492,5000,5000,5000,296,0.000793,0.056359,0.001622,0.001492,200,200,200,97
0.000009,0.000010,0.000050,0.000014,2583,2583,690,169,0.000006,0.000014,0.000011,0.000012,174,186,186,99,0.000061,0.000094,0.000137,0.000161,4950,4950,1900,220,0.000061,0.000655,0.000132,0.000169,194,197,197,82,0.000722,0.000712,0.001802,0.001593,5000,5000,5000,300,0.000704,0.057601,0.001622,0.001488,200,200,200,94
0.000007,0.000008,0.000168,0.000014,1995,2032,390,196,0.000006,0.000016,0.000012,0.000012,178,184,100,73,0.000061,0.000089,0.000138,0.000156,3500,3500,2600,245,0.000062,0.000704,0.000143,0.000159,192,195,124,87,0.000692,0.000719,0.001679,0.001482,4950,4950,4500,295,0.000719,0.053604,0.001620,0.001498,198,199,200,95
0.000007,0.000006,0.000012,0.000012,3250,3250,883,237,0.000007,0.000017,0.000011,0.000012,190,190,188,91,0.000061,0.000582,0.000139,0.000160,3915,3928,3100,293,0.000061,0.000764,0.000149,0.000231,192,196,200,79,0.000734,0.000717,0.001642,0.001532,4850,4850,3800,297,0.000698,0.062803,0.001650,0.001533,200,200,200,99
0.000007,0.000008,0.000084,0.000032,3690,3690,471,165,0.000007,0.000033,0.000012,0.000012,182,188,100,49,0.000162,0.000209,0.000270,0.000229,3608,3656,700,231,0.000061,0.000731,0.000133,0.000157,200,200,200,86,0.000686,0.000707,0.001760,0.001495,4600,4600,4500,295,0.000705,0.064316,0.001637,0.001493,198,199,200,98
0.000007,0.003017,0.000013,0.000012,2739,2739,593,127,0.000007,0.000026,0.000011,0.000012,190,193,99,70,0.000061,0.000173,0.000150,0.000415,4005,4016,3100,216,0.000061,0.000586,0.000133,0.000156,198,199,200,85,0.000721,0.000743,0.001737,0.001786,5000,5000,5000,300,0.000724,0.059907,0.001651,0.001529,198,199,200,100
0.000007,0.000008,0.000011,0.000012,3362,3362,1882,151,0.000007,0.000028,0.000011,0.000012,184,184,100,74,0.000061,0.000110,0.000139,0.000194,4650,4650,2797,278,0.000061,0.000882,0.000215,0.000172,200,200,200,76,0.000720,0.000716,0.001736,0.001507,5000,5000,5000,300,0.000725,0.058451,0.001628,0.001499,200,200,200,99
0.000007,0.048239,0.000015,0.000012,1360,1389,668,149,0.000006,0.000009,0.000011,0.000012,168,168,168,49,0.000085,0.000116,0.000162,0.000163,4950,4950,1900,284,0.000060,0.000821,0.000133,0.000166,200,200,200,93,0.000704,0.000650,0.002219,0.001474,4950,4950,3300,298,0.000738,0.054574,0.001629,0.001537,200,200,200,96
0.000007,0.000007,0.000012,0.000012,4185,4185,597,132,0.000006,0.000025,0.000011,0.000012,198,199,200,83,0.000061,0.000380,0.000137,0.000141,3870,3884,3577,272,0.000061,0.000705,0.000133,0.000191,194,197,200,100,0.000702,0.000717,0.001643,0.001476,4950,4950,4500,298,0.000712,0.061192,0.001619,0.001479,198,199,200,100
0.000007,0.000156,0.000012,0.000012,2009,2009,889,194,0.000007,0.000022,0.000011,0.000012,178,189,200,41,0.000061,0.000094,0.000137,0.000145,3700,3700,2000,270,0.000060,0.000858,0.000133,0.000157,198,198,100,65,0.000701,0.000706,0.001693,0.001523,5000,5000,5000,294,0.000719,0.058284,0.001616,0.001525,198,199,200,98
